platform,status,area,key,english,indonesian
"web","new","web:settings","settings.customerCare","Customer Care","Layanan Pelanggan"
"web","new","web:settings","settings.data","Data","Data"
"web","new","web:settings","settings.date","Date","Tanggal"
"web","new","web:settings","settings.dateFormat","Date format","Format tanggal"
"web","new","web:settings","settings.datePicker","Date Picker","Pemilih Tanggal"
"web","new","web:settings","settings.dateRange","Date range","Rentang tanggal"
"web","new","web:settings","settings.ddMmYyyy","DD/MM/YYYY",""
"web","new","web:settings","settings.deactivate","Deactivate","Nonaktifkan"
"web","new","web:settings","settings.defaultAgent","default agent","agen default"
"web","new","web:settings","settings.defaultAgents","Default agents","Agen default"
"web","new","web:settings","settings.defaultCountryCode","Default country code","Kode negara default"
"web","new","web:settings","settings.defaultLanguage","Default language","Bahasa default"
"web","new","web:settings","settings.defaultTimezone","Default timezone","Zona waktu default"
"web","new","web:settings","settings.defaultWhatsappChannel","Default WhatsApp channel","Saluran WhatsApp default"
"web","new","web:settings","settings.defaultsToChangeme123IfLeft","Defaults to changeme123 if left blank",""
"web","new","web:settings","settings.deleteContacts","Delete Contacts","Hapus Kontak"
"web","new","web:settings","settings.deleteOrganization","Delete organization","Hapus organisasi"
"web","new","web:settings","settings.deleteThisForm","Delete this form?","Hapus formulir ini?"
"web","new","web:settings","settings.detail","Detail","Detail"
"web","new","web:settings","settings.developerToken","Developer token","Developer token"
"web","new","web:settings","settings.directCloudApi","Direct Cloud API","Cloud API Langsung"
"web","new","web:settings","settings.direction","Direction","Arah"
"web","new","web:settings","settings.disable","Disable","Nonaktifkan"
"web","new","web:settings","settings.disabled","Disabled","Nonaktif"
"web","new","web:settings","settings.disconnect","Disconnect","Putuskan"
"web","new","web:settings","settings.disconnected","Disconnected","Terputus"
"web","new","web:settings","settings.displayName","Display name","Nama tampilan"
"web","new","web:settings","settings.displayNumberHandle","Display number / handle","Nomor tampilan / handle"
"web","new","web:settings","settings.displayYourProductsCreateA","Display your products - create a carousel of images and buttons for up to 10 cards.","Tampilkan produk Anda - buat carousel gambar dan tombol hingga 10 kartu."
"web","new","web:settings","settings.donTAllow","Don't allow","Jangan izinkan"
"web","new","web:settings","settings.done","Done","Selesai"
"web","new","web:settings","settings.downloads","Downloads","Unduhan"
"web","new","web:settings","settings.draft","DRAFT",""
"web","new","web:settings","settings.dropDown","Drop-Down","Tarik-turun"
"web","new","web:settings","settings.dropdown","Dropdown","Tarik-turun"
"web","new","web:settings","settings.duration","Duration","Durasi"
"web","new","web:settings","settings.eG1234567890","e.g. 1234567890","mis. 1234567890"
"web","new","web:settings","settings.eGAutomotive","e.g. Automotive","mis. Otomotif"
"web","new","web:settings","settings.eGBudget","e.g. Budget","mis. Budget"
"web","new","web:settings","settings.eGFacebookPage","e.g. Facebook Page","mis. Facebook Page"
"web","new","web:settings","settings.eGGreet","e.g. greet","mis. greet"
"web","new","web:settings","settings.eGInstagramDm","e.g. Instagram DM","mis. Instagram DM"
"web","new","web:settings","settings.eGMainAdAccount","e.g. Main ad account","mis. Akun iklan utama"
"web","new","web:settings","settings.eGMainMetaAccount","e.g. Main Meta account","mis. Akun Meta utama"
"web","new","web:settings","settings.eGMetaAds","e.g. Meta Ads","mis. Meta Ads"
"web","new","web:settings","settings.eGMitsubishiXforce","e.g. Mitsubishi XFORCE","mis. Mitsubishi XFORCE"
"web","new","web:settings","settings.eGSalesWhatsapp","e.g. Sales WhatsApp","mis. Sales WhatsApp"
"web","new","web:settings","settings.eGSupportViber","e.g. Support Viber","mis. Support Viber"
"web","new","web:settings","settings.eGTeamLead","e.g. Team Lead","mis. Team Lead"
"web","new","web:settings","settings.eGTestChannel","e.g. Test channel","mis. Saluran uji"
"web","new","web:settings","settings.eGTestDriveBooking","e.g. Test drive booking","mis. Booking test drive"
"web","new","web:settings","settings.eGUmc","e.g. UMC","mis. UMC"
"web","new","web:settings","settings.eGUnitedMotors","e.g. United Motors","mis. United Motors"
"web","new","web:settings","settings.eGWelcomeGreeting","e.g. Welcome greeting","mis. Sapaan selamat datang"
"web","new","web:settings","settings.eGWelcomeNewChats","e.g. Welcome new chats","mis. Sambut chat baru"
"web","new","web:settings","settings.eaag","EAAG...",""
"web","new","web:settings","settings.editMap","Edit / map","Edit / petakan"
"web","new","web:settings","settings.editApiSource","Edit API source","Edit sumber API"
"web","new","web:settings","settings.editAutomation","Edit automation","Edit otomasi"
"web","new","web:settings","settings.editCampaign","Edit campaign","Edit kampanye"
"web","new","web:settings","settings.editCardContent","Edit Card Content","Edit Konten Kartu"
"web","new","web:settings","settings.editContacts","Edit Contacts","Edit Kontak"
"web","new","web:settings","settings.editCustomField","Edit custom field","Edit kolom khusus"
"web","new","web:settings","settings.editMessageTemplate","Edit Message Template","Edit Template Pesan"
"web","new","web:settings","settings.editOrganization","Edit organization","Edit organisasi"
"web","new","web:settings","settings.editUser","Edit user","Edit pengguna"
"web","new","web:settings","settings.education","Education","Pendidikan"
"web","new","web:settings","settings.enable","Enable","Aktifkan"
"web","new","web:settings","settings.enableCalling","Enable calling","Aktifkan panggilan"
"web","new","web:settings","settings.endedAt","Ended At","Berakhir Pada"
"web","new","web:settings","settings.endpoint","Endpoint","Endpoint"
"web","new","web:settings","settings.english","English","Inggris"
"web","new","web:settings","settings.enterAValidEmailAddress","Enter a valid email address","Masukkan alamat email yang valid"
"web","new","web:settings","settings.entity","Entity","Entitas"
"web","new","web:settings","settings.error","Error","Kesalahan"
"web","new","web:settings","settings.europeLondon","Europe/London",""
"web","new","web:settings","settings.event","Event","Kejadian"
"web","new","web:settings","settings.eventReminder","Event Reminder","Pengingat Acara"
"web","new","web:settings","settings.expand","Expand","Bentangkan"
"web","new","web:settings","settings.exportContacts","Export Contacts","Ekspor Kontak"
"web","new","web:settings","settings.exportFailed","Export failed","Gagal mengekspor"
"web","new","web:settings","settings.exportQueuedTrackItIn","Export queued. Track it in the Downloads tab.","Ekspor masuk antrean. Pantau di tab Unduhan."
"web","new","web:settings","settings.extractingFromPdfThisCan","Extracting from PDF, this can take up to a minute...","Mengekstrak dari PDF, ini bisa memakan waktu hingga satu menit..."
"web","new","web:settings","settings.facebookPageId","Facebook Page ID","ID Halaman Facebook"
"web","new","web:settings","settings.field","Field","Kolom"
"web","new","web:settings","settings.fieldsCollected","Fields collected","Kolom yang terkumpul"
"web","new","web:settings","settings.filters","Filters","Filter"
"web","new","web:settings","settings.finance","Finance","Keuangan"
"web","new","web:settings","settings.financingApplication","financing application","pengajuan pembiayaan"
"web","new","web:settings","settings.foodBeverage","Food & Beverage","Makanan & Minuman"
"web","new","web:settings","settings.formName","Form name","Nama formulir"
"web","new","web:settings","settings.friday","Friday","Jumat"
"web","new","web:settings","settings.googleAdsCredentials","Google Ads credentials","Kredensial Google Ads"
"web","new","web:settings","settings.googleLeadForms","Google Lead Forms","Google Lead Forms"
"web","new","web:settings","settings.googleSheetsIsnTConnected","Google Sheets isn't connected yet. An admin needs to add the service-account key on the server.","Google Sheets belum terhubung. Admin perlu menambahkan kunci service-account di server."
"web","new","web:settings","settings.great","Great","Bagus"
"web","new","web:settings","settings.headerText","Header text","Teks header"
"web","new","web:settings","settings.healthcare","Healthcare","Kesehatan"
"web","new","web:settings","settings.hondaBrio","Honda Brio",""
"web","new","web:settings","settings.hrMuhammadShowroom","HR Muhammad showroom",""
"web","new","web:settings","settings.identityVerification","Identity Verification","Verifikasi Identitas"
"web","new","web:settings","settings.igBusinessAccountId","IG business account ID","ID akun bisnis IG"
"web","new","web:settings","settings.image","IMAGE",""
"web","new","web:settings","settings.inProgress","in progress",""
"web","new","web:settings","settings.inThisCampaignSCatalog","in this campaign's catalog",""
"web","new","web:settings","settings.inactive","Inactive","Nonaktif"
"web","new","web:settings","settings.inboxChats","Inbox / Chats","Kotak Masuk / Chat"
"web","new","web:settings","settings.indonesia","Indonesia","Indonesia"
"web","new","web:settings","settings.indonesian","Indonesian","Indonesia"
"web","new","web:settings","settings.industry","Industry","Industri"
"web","new","web:settings","settings.initiated","Initiated","Dimulai"
"web","new","web:settings","settings.instagramAccountId","Instagram Account ID","ID Akun Instagram"
"web","new","web:settings","settings.insurance","Insurance","Asuransi"
"web","new","web:settings","settings.invite","Invite","Undang"
"web","new","web:settings","settings.invitePeople","Invite people","Undang orang"
"web","new","web:settings","settings.isReady","is ready","siap"
"web","new","web:settings","settings.italic","Italic","Miring"
"web","new","web:settings","settings.item","Item","Item"
"web","new","web:settings","settings.jadwalUlang","Jadwal ulang","Jadwal ulang"
"web","new","web:settings","settings.jlSudirmanNo1","Jl. Sudirman No. 1",""
"web","new","web:settings","settings.label","Label","Label"
"web","new","web:settings","settings.lacakPesanan","Lacak pesanan","Lacak pesanan"
"web","new","web:settings","settings.largeHeading","Large Heading","Judul Besar"
"web","new","web:settings","settings.lastLogin","Last login","Login terakhir"
"web","new","web:settings","settings.leadGeneration","Lead generation","Pengumpulan prospek"
"web","new","web:settings","settings.leadsFromThisSourceAre","Leads from this source are attributed to the campaign and round-robin assigned to its agents.","Prospek dari sumber ini diatribusikan ke kampanye dan dibagikan secara round-robin ke agennya."
"web","new","web:settings","settings.leaveBlankToKeepCurrent","Leave blank to keep current","Kosongkan untuk mempertahankan yang sekarang"
"web","new","web:settings","settings.leaveBlankToKeepCurrent2","Leave blank to keep current password","Kosongkan untuk mempertahankan kata sandi saat ini"
"web","new","web:settings","settings.lihatDetail","Lihat detail","Lihat detail"
"web","new","web:settings","settings.lihatFaktur","Lihat faktur","Lihat faktur"
"web","new","web:settings","settings.lihatProduk","Lihat produk","Lihat produk"
"web","new","web:settings","settings.localization","Localization","Lokalisasi"
"web","new","web:settings","settings.loginWithFacebook","Login with Facebook","Masuk dengan Facebook"
"web","new","web:settings","settings.lowBalanceTopUpBefore","Low balance. Top up before the AI stands down on this campaign.","Saldo rendah. Isi ulang sebelum AI berhenti di kampanye ini."
"web","new","web:settings","settings.lowBalanceAlertAt","Low-balance alert at","Peringatan saldo rendah pada"
"web","new","web:settings","settings.manageCampaigns","Manage Campaigns","Kelola Kampanye"
"web","new","web:settings","settings.manageChannels","Manage Channels","Kelola Saluran"
"web","new","web:settings","settings.manageQuickReplies","Manage Quick Replies","Kelola Balasan Cepat"
"web","new","web:settings","settings.manageRolesPermissions","Manage Roles & Permissions","Kelola Peran & Izin"
"web","new","web:settings","settings.manageTeamMembers","Manage Team Members","Kelola Anggota Tim"
"web","new","web:settings","settings.manual","Manual","Manual"
"web","new","web:settings","settings.mapCampaigns","Map campaigns","Petakan kampanye"
"web","new","web:settings","settings.mapThisAccountSCampaigns","Map this account's campaigns to yours so spend ties to leads on the Dashboard.","Petakan kampanye akun ini ke kampanye Anda agar belanja terkait dengan prospek di Dashboard."
"web","new","web:settings","settings.marketing","MARKETING","PEMASARAN"
"web","new","web:settings","settings.matchContactSLanguage","Match contact's language","Sesuaikan bahasa kontak"
"web","new","web:settings","settings.memberActions","Member actions","Aksi anggota"
"web","new","web:settings","settings.messageHistory","Message History","Riwayat Pesan"
"web","new","web:settings","settings.meta","Meta","Meta"
"web","new","web:settings","settings.metaLeadAds","Meta Lead Ads","Meta Lead Ads"
"web","new","web:settings","settings.metaTitle","Meta title","Meta title"
"web","new","web:settings","settings.mmDdYyyy","MM/DD/YYYY",""
"web","new","web:settings","settings.monday","Monday","Senin"
"web","new","web:settings","settings.moreInfo","More info","Info lebih lanjut"
"web","new","web:settings","settings.multipleChoice","Multiple Choice","Pilihan Ganda"
"web","new","web:settings","settings.nameItAndPickWhat","Name it and pick what it's for. You can change this later.","Beri nama dan pilih fungsinya. Anda bisa mengubahnya nanti."
"web","new","web:settings","settings.never","Never","Tidak pernah"
"web","new","web:settings","settings.neverSynced","Never synced","Belum pernah tersinkron"
"web","new","web:settings","settings.newApiSource","New API source","Sumber API baru"
"web","new","web:settings","settings.newAutomation","New automation","Otomasi baru"
"web","new","web:settings","settings.newCampaign","New campaign","Kampanye baru"
"web","new","web:settings","settings.newCustomField","New custom field","Kolom khusus baru"
"web","new","web:settings","settings.newForm","New form","Formulir baru"
"web","new","web:settings","settings.newOrganization","New organization","Organisasi baru"
"web","new","web:settings","settings.newPassword","New password","Kata sandi baru"
"web","new","web:settings","settings.newPasswordMustBeAt","New password must be at least 8 characters","Kata sandi baru minimal 8 karakter"
"web","new","web:settings","settings.newPasswordsDoNotMatch","New passwords do not match","Kata sandi baru tidak cocok"
"web","new","web:settings","settings.newQuickReply","New quick reply","Balasan cepat baru"
"web","new","web:settings","settings.newScreen","New screen","Layar baru"
"web","new","web:settings","settings.newTemplate","New template","Template baru"
"web","new","web:settings","settings.next","Next","Berikutnya"
"web","new","web:settings","settings.noAdAccountConnected","No ad account connected","Tidak ada akun iklan terhubung"
"web","new","web:settings","settings.noAiRepliesYet","No AI replies yet.","Belum ada balasan AI."
"web","new","web:settings","settings.noAllocationSetAiReplies","No allocation set: AI replies aren't capped. Set a cap below to meter this campaign.","Belum ada alokasi: balasan AI tidak dibatasi. Atur batas di bawah untuk mengukur kampanye ini."
"web","new","web:settings","settings.noApiSourcesYet","No API sources yet","Belum ada sumber API"
"web","new","web:settings","settings.noAutomationsYet","No automations yet","Belum ada otomasi"
"web","new","web:settings","settings.noBranchesLeadsRouteTo","No branches. Leads route to the campaign's default agents.","Tidak ada cabang. Prospek dirutekan ke agen default kampanye."
"web","new","web:settings","settings.noCampaign","No campaign","Tidak ada kampanye"
"web","new","web:settings","settings.noCampaigns","No campaigns","Tidak ada kampanye"
"web","new","web:settings","settings.noCampaignsSyncedYetYou","No campaigns synced yet. You can map them later from the account's Edit dialog.","Belum ada kampanye tersinkron. Anda bisa memetakannya nanti dari dialog Edit akun."
"web","new","web:settings","settings.noCampaignsYet","No campaigns yet","Belum ada kampanye"
"web","new","web:settings","settings.noCampaignsYetSyncThis","No campaigns yet. Sync this account to pull them.","Belum ada kampanye. Sinkronkan akun ini untuk menariknya."
"web","new","web:settings","settings.noChannel","No channel","Tidak ada saluran"
"web","new","web:settings","settings.noChannelSetLeadsWon","No channel set. Leads won't route until a channel is assigned.","Belum ada saluran. Prospek tidak akan dirutekan sampai saluran ditetapkan."
"web","new","web:settings","settings.noChannelsConnectedYet","No channels connected yet","Belum ada saluran terhubung"
"web","new","web:settings","settings.noChannelsMatchYourFilters","No channels match your filters","Tidak ada saluran yang cocok dengan filter Anda"
"web","new","web:settings","settings.noCompanySet","No company set","Belum ada perusahaan"
"web","new","web:settings","settings.noCustomFieldsYet","No custom fields yet","Belum ada kolom khusus"
"web","new","web:settings","settings.noDataFound","No data found","Tidak ada data"
"web","new","web:settings","settings.noDataYetForThis","No data yet for this campaign.","Belum ada data untuk kampanye ini."
"web","new","web:settings","settings.noExportsYetUseThe","No exports yet. Use the Export button on any tab.","Belum ada ekspor. Gunakan tombol Ekspor di tab mana pun."
"web","new","web:settings","settings.noForm","No form","Tidak ada formulir"
"web","new","web:settings","settings.noFormsYetCreateYour","No forms yet. Create your first WhatsApp Form.","Belum ada formulir. Buat WhatsApp Form pertama Anda."
"web","new","web:settings","settings.noInputFields","No input fields","Tidak ada kolom input"
"web","new","web:settings","settings.noMatchingAutomations","No matching automations","Tidak ada otomasi yang cocok"
"web","new","web:settings","settings.noMatchingCampaigns","No matching campaigns","Tidak ada kampanye yang cocok"
"web","new","web:settings","settings.noOrganizationsYet","No organizations yet","Belum ada organisasi"
"web","new","web:settings","settings.noPeopleFound","No people found","Tidak ada orang ditemukan"
"web","new","web:settings","settings.noQuickRepliesYet","No quick replies yet","Belum ada balasan cepat"
"web","new","web:settings","settings.noResponsesYet","No responses yet.","Belum ada respons."
"web","new","web:settings","settings.noRowsFoundInThe","No rows found in the file.","Tidak ada baris ditemukan di berkas."
"web","new","web:settings","settings.noSampleYet","No sample yet","Belum ada contoh"
"web","new","web:settings","settings.noScreensYet","No screens yet.","Belum ada layar."
"web","new","web:settings","settings.noTemplatesYet","No templates yet","Belum ada template"
"web","new","web:settings","settings.notConfigured","Not configured","Belum dikonfigurasi"
"web","new","web:settings","settings.notMapped","Not mapped","Belum dipetakan"
"web","new","web:settings","settings.notSet","Not set","Belum diatur"
"web","new","web:settings","settings.notificationSettingsSaved","Notification settings saved","Pengaturan notifikasi tersimpan"
"web","new","web:settings","settings.notifications","Notifications","Notifikasi"
"web","new","web:settings","settings.notifyTheTeamWhenA","Notify the team when a customer sends a new message.","Beri tahu tim saat pelanggan mengirim pesan baru."
"web","new","web:settings","settings.oauthClientId","OAuth client id","OAuth client id"
"web","new","web:settings","settings.oauthClientSecret","OAuth client secret","OAuth client secret"
"web","new","web:settings","settings.off","Off","Mati"
"web","new","web:settings","settings.offlineReason","Offline Reason","Alasan Offline"
"web","new","web:settings","settings.on","On","Nyala"
"web","new","web:settings","settings.onlineNow","Online now","Online sekarang"
"web","new","web:settings","settings.onlineTime","Online time","Waktu online"
"web","new","web:settings","settings.onlyAdminsCanChangeEmail","Only admins can change email","Hanya admin yang bisa mengubah email"
"web","new","web:settings","settings.openFlow","Open flow","Buka flow"
"web","new","web:settings","settings.option1","Option 1","Opsi 1"
"web","new","web:settings","settings.option2","Option 2","Opsi 2"
"web","new","web:settings","settings.optional","Optional","Opsional"
"web","new","web:settings","settings.options","Options","Opsi"
"web","new","web:settings","settings.orderManagement","Order Management","Manajemen Pesanan"
"web","new","web:settings","settings.organization","Organization","Organisasi"
"web","new","web:settings","settings.other","Other","Lainnya"
"web","new","web:settings","settings.ourService","our service",""
"web","new","web:settings","settings.ourShowroom","our showroom",""
"web","new","web:settings","settings.ownerAccount","Owner account","Akun pemilik"
"web","new","web:settings","settings.ownerEmail","Owner email","Email pemilik"
"web","new","web:settings","settings.ownerName","Owner name","Nama pemilik"
"web","new","web:settings","settings.ownerCompanyCom","owner@company.com",""
"web","new","web:settings","settings.package","Package","Paket"
"web","new","web:settings","settings.page","Page","Halaman"
"web","new","web:settings","settings.pageAccessToken","Page access token","Page access token"
"web","new","web:settings","settings.pageId","Page ID","ID Halaman"
"web","new","web:settings","settings.pageTitle","Page title","Judul halaman"
"web","new","web:settings","settings.paragraph","Paragraph","Paragraf"
"web","new","web:settings","settings.passwordUpdated","Password updated","Kata sandi diperbarui"
"web","new","web:settings","settings.pasteGoogleSheetUrl","Paste Google Sheet URL","Tempel URL Google Sheet"
"web","new","web:settings","settings.payNow","Pay now","Bayar sekarang"
"web","new","web:settings","settings.payments","Payments","Pembayaran"
"web","new","web:settings","settings.pendingSetup","Pending setup","Menunggu penyiapan"
"web","new","web:settings","settings.perbaruiPembayaran","Perbarui pembayaran","Perbarui pembayaran"
"web","new","web:settings","settings.permission","Permission","Izin"
"web","new","web:settings","settings.permissionsSaved","Permissions saved","Izin tersimpan"
"web","new","web:settings","settings.phoneNumber","Phone Number","Nomor Telepon"
"web","new","web:settings","settings.phoneNumberId","Phone Number ID","ID Nomor Telepon"
"web","new","web:settings","settings.phoneNumber2","PHONE_NUMBER",""
"web","new","web:settings","settings.pickTheEventThatStarts","Pick the event that starts this automation. Build the actions in the flow after.","Pilih kejadian yang memulai otomasi ini. Bangun aksinya di flow setelahnya."
"web","new","web:settings","settings.pickWhereTheLeadsCome","Pick where the leads come from. We generate an API key you point that source to.","Pilih dari mana prospek berasal. Kami membuat API key yang Anda arahkan ke sumber itu."
"web","new","web:settings","settings.platform","Platform","Platform"
"web","new","web:settings","settings.pleaseChooseAnImageFile","Please choose an image file","Pilih berkas gambar"
"web","new","web:settings","settings.pointYourLeadSourceAt","Point your lead source at the endpoint below using this API key. Each lead opens a conversation in the inbox.","Arahkan sumber prospek Anda ke endpoint di bawah menggunakan API key ini. Setiap prospek membuka percakapan di kotak masuk."
"web","new","web:settings","settings.preparing","Preparing","Menyiapkan"
"web","new","web:settings","settings.presencePowersPerformanceMetricsOnly","Presence powers performance metrics only; it does not affect lead distribution. Active days drive billing.","Kehadiran hanya memengaruhi metrik performa; tidak memengaruhi distribusi prospek. Hari aktif menentukan penagihan."
"web","new","web:settings","settings.prev","Prev","Sebelumnya"
"web","new","web:settings","settings.price","Price","Harga"
"web","new","web:settings","settings.processing","Processing","Memproses"
"web","new","web:settings","settings.profilePhotoUpdated","Profile photo updated","Foto profil diperbarui"
"web","new","web:settings","settings.promotions","Promotions","Promosi"
"web","new","web:settings","settings.propertyRealEstate","Property / Real Estate","Properti / Real Estate"
"web","new","web:settings","settings.publicAccountAuthToken","Public Account auth token","Token autentikasi Public Account"
"web","new","web:settings","settings.publish","Publish","Publikasikan"
"web","new","web:settings","settings.publishToWhatsapp","Publish to WhatsApp","Publikasikan ke WhatsApp"
"web","new","web:settings","settings.publishingPushesThisFormTo","Publishing pushes this form to WhatsApp so you can send it to contacts.","Mempublikasikan akan mengirim formulir ini ke WhatsApp agar bisa dikirim ke kontak."
"web","new","web:settings","settings.questionLabel","Question / label","Pertanyaan / label"
"web","new","web:settings","settings.queued","Queued","Dalam antrean"
"web","new","web:settings","settings.quickReply","Quick reply","Balasan cepat"
"web","new","web:settings","settings.quickReplyDeleted","Quick reply deleted","Balasan cepat dihapus"
"web","new","web:settings","settings.quotasCreditPool","Quotas / credit pool","Kuota / kumpulan kredit"
"web","new","web:settings","settings.received","Received","Diterima"
"web","new","web:settings","settings.recording","Recording","Merekam"
"web","new","web:settings","settings.regenerateKey","Regenerate key","Buat ulang key"
"web","new","web:settings","settings.rejected","REJECTED",""
"web","new","web:settings","settings.remaining","Remaining","Tersisa"
"web","new","web:settings","settings.remove","Remove","Hapus"
"web","new","web:settings","settings.removeAllCatalogRowsFor","Remove all catalog rows for this campaign? The bot will fall back to the shared pricing table.","Hapus semua baris katalog untuk kampanye ini? Bot akan kembali ke tabel harga bersama."
"web","new","web:settings","settings.removeOption","Remove option","Hapus opsi"
"web","new","web:settings","settings.replyLanguage","Reply language","Bahasa balasan"
"web","new","web:settings","settings.replyStopToOptOut","Reply STOP to opt out","Balas STOP untuk berhenti berlangganan"
"web","new","web:settings","settings.requestContactInfo","Request Contact Info","Minta Info Kontak"
"web","new","web:settings","settings.requestedBy","Requested by","Diminta oleh"
"web","new","web:settings","settings.required","Required","Wajib"
"web","new","web:settings","settings.reschedule","Reschedule","Jadwal ulang"
"web","new","web:settings","settings.response","Response","Respons"
"web","new","web:settings","settings.retailFmcg","Retail / FMCG","Ritel / FMCG"
"web","new","web:settings","settings.retry","Retry","Coba lagi"
"web","new","web:settings","settings.reviewPublish","Review & Publish","Tinjau & Publikasikan"
"web","new","web:settings","settings.roleAlreadyExists","Role already exists","Peran sudah ada"
"web","new","web:settings","settings.roleName","Role name","Nama peran"
"web","new","web:settings","settings.roundRobin","Round-robin","Round-robin"
"web","new","web:settings","settings.routeToCampaign","Route to campaign","Rutekan ke kampanye"
"web","new","web:settings","settings.routing","Routing","Perutean"
"web","new","web:settings","settings.rows","Rows","Baris"
"web","new","web:settings","settings.rp2500000","Rp 2.500.000",""
"web","new","web:settings","settings.rp215000000","Rp 215.000.000",""
"web","new","web:settings","settings.rp5000000","Rp 5.000.000",""
"web","new","web:settings","settings.runTestOnTheChannel","Run Test on the channel card to verify the connection and mark it connected.",""
"web","new","web:settings","settings.salinKode","Salin kode","Salin kode"
"web","new","web:settings","settings.sample","Sample","Contoh"
"web","new","web:settings","settings.samplePayload","Sample payload","Contoh payload"
"web","new","web:settings","settings.sampleValues","Sample values","Contoh nilai"
"web","new","web:settings","settings.sat21Jun","Sat 21 Jun",""
"web","new","web:settings","settings.saturday","Saturday","Sabtu"
"web","new","web:settings","settings.saveCampaign","Save campaign","Simpan kampanye"
"web","new","web:settings","settings.saveDraft","Save draft","Simpan draf"
"web","new","web:settings","settings.scope","Scope","Cakupan"
"web","new","web:settings","settings.screen","Screen","Layar"
"web","new","web:settings","settings.screenTitle","Screen title","Judul layar"
"web","new","web:settings","settings.screens","SCREENS","LAYAR"
"web","new","web:settings","settings.scrollRolesLeft","Scroll roles left","Gulir peran ke kiri"
"web","new","web:settings","settings.scrollRolesRight","Scroll roles right","Gulir peran ke kanan"
"web","new","web:settings","settings.searchAccounts","Search accounts","Cari akun"
"web","new","web:settings","settings.searchApiSources","Search API sources","Cari sumber API"
"web","new","web:settings","settings.searchAutomations","Search automations","Cari otomasi"
"web","new","web:settings","settings.searchByNameOrEmail","Search by name or email","Cari berdasarkan nama atau email"
"web","new","web:settings","settings.searchCampaigns","Search campaigns","Cari kampanye"
"web","new","web:settings","settings.searchChannels","Search channels","Cari saluran"
"web","new","web:settings","settings.searchTemplates","Search templates","Cari template"
"web","new","web:settings","settings.searchTemplates2","Search templates...","Cari template..."
"web","new","web:settings","settings.segment","Segment","Segmen"
"web","new","web:settings","settings.selectChannel","Select channel","Pilih saluran"
"web","new","web:settings","settings.selectPlatform","Select platform","Pilih platform"
"web","new","web:settings","settings.selectSegment","Select segment","Pilih segmen"
"web","new","web:settings","settings.selectTimezone","Select timezone","Pilih zona waktu"
"web","new","web:settings","settings.selectableButTheEngineDoes","Selectable, but the engine does not fire this event yet.","Bisa dipilih, tetapi mesin belum memicu kejadian ini."
"web","new","web:settings","settings.sendBroadcasts","Send Broadcasts","Kirim Broadcast"
"web","new","web:settings","settings.sendResponsesToGoogleSheets","Send responses to Google Sheets","Kirim respons ke Google Sheets"
"web","new","web:settings","settings.sendTemplateInitiateChat","Send Template / Initiate Chat","Kirim Template / Mulai Chat"
"web","new","web:settings","settings.sendTest","Send test","Kirim uji"
"web","new","web:settings","settings.services","Services","Layanan"
"web","new","web:settings","settings.sessions","Sessions","Sesi"
"web","new","web:settings","settings.setUpYourForm","Set up your form","Siapkan formulir Anda"
"web","new","web:settings","settings.settingUpChannel","Setting up channel","Menyiapkan saluran"
"web","new","web:settings","settings.setup","Setup","Penyiapan"
"web","new","web:settings","settings.shareContactInfo","Share contact info","Bagikan info kontak"
"web","new","web:settings","settings.shareThisWithTheOwner","Share this with the owner; they can change it after signing in.","Bagikan ini ke pemilik; mereka bisa mengubahnya setelah masuk."
"web","new","web:settings","settings.shipping","Shipping","Pengiriman"
"web","new","web:settings","settings.shopNow","Shop now","Belanja sekarang"
"web","new","web:settings","settings.shortAnswer","Short Answer","Jawaban Singkat"
"web","new","web:settings","settings.shortcut","Shortcut","Pintasan"
"web","new","web:settings","settings.showACallButtonIn","Show a call button in the inbox (opens WhatsApp and logs the attempt).","Tampilkan tombol telepon di kotak masuk (membuka WhatsApp dan mencatat percobaan)."
"web","new","web:settings","settings.showing","Showing",""
"web","new","web:settings","settings.showingFirst200Of","Showing first 200 of",""
"web","new","web:settings","settings.signUp","Sign up","Daftar"
"web","new","web:settings","settings.simpulerCredits","Simpuler credits","Kredit Simpuler"
"web","new","web:settings","settings.simpulerCreditsAreTheOrg","Simpuler credits are the org-wide monthly AI-reply pool. Each campaign draws from it via its Credits & Usage allocation.","Kredit Simpuler adalah kumpulan balasan AI bulanan seluruh organisasi. Setiap kampanye menariknya lewat alokasi Kredit & Penggunaan."
"web","new","web:settings","settings.singleChoice","Single Choice","Pilihan Tunggal"
"web","new","web:settings","settings.sourceType","Source type","Jenis sumber"
"web","new","web:settings","settings.spanish","Spanish","Spanyol"
"web","new","web:settings","settings.standard","Standard","Standar"
"web","new","web:settings","settings.startedAt","Started At","Dimulai Pada"
"web","new","web:settings","settings.strikethrough","Strikethrough","Coret"
"web","new","web:settings","settings.submitForApproval","Submit for approval","Ajukan untuk persetujuan"
"web","new","web:settings","settings.submitToMeta","Submit to Meta","Ajukan ke Meta"
"web","new","web:settings","settings.submittedToMetaForReview","Submitted to Meta for review","Diajukan ke Meta untuk ditinjau"
"web","new","web:settings","settings.subscription","Subscription","Langganan"
"web","new","web:settings","settings.sunday","Sunday","Minggu"
"web","new","web:settings","settings.supportEmail","Support email","Email dukungan"
"web","new","web:settings","settings.supportExampleCom","support@example.com",""
"web","new","web:settings","settings.survey","Survey","Survei"
